word	x	y	nearest
website	-12.993330923099322	-82.14898451959756	0.944
life	-49.75844998078908	-54.13676695908316	0.842
innocent	-19.98647049936447	-13.739744638458737	0.971
eastern	-0.85184978539759	97.72655766892275	0.977
drugs	-24.458411576395495	-18.955113398730873	0.976
concerning	4.371658769700974	-49.2162374164808	0.987
republicans	-84.08398875902161	-60.04101238066282	0.875
worker	-39.35891950826577	59.25034004957315	0.954
shattering	71.14902872704491	46.41977637718613	0.984
tapping	72.62005140987462	10.904711031298387	0.913
personally	-61.3913259337769	-16.369266773334072	0.967
catch	11.796959013452902	-13.79653573363114	0.987
worked	-40.40118452314344	-29.88966694684547	0.951
gracious	68.28436823092159	55.66028651232426	0.942
unpopular	-54.38053455877505	49.8675590222794	0.985
has	-88.01430817033459	-8.01820088174113	0.831
emails	-29.658525969470173	-61.652060787605905	0.985
reciprocal	71.64489242781193	24.673378183546124	0.936
blip	37.070096223173536	90.95557338138859	0.920
launches	69.35244325944896	31.57990594420504	0.963
professionally	52.996815164844534	18.493572982903203	0.908
air	-12.531140326553082	-85.40221619661015	0.957
employ	35.30540850451605	48.2108402411034	0.950
near	-0.8732034708410557	-51.94286999705071	0.984
hates	-77.35374544094513	6.034960264963129	0.923
leaves	-15.113462824387014	0.015120792173030934	0.985
stopping	-14.457113924366269	-18.286566187239004	0.968
aid	-23.991371428277084	38.37708864475645	0.962
aig	-4.538382372861404	81.1634240356889	0.987
property	1.449479727474073	-55.98698372530164	0.979
flooding	98.16006974681235	-2.440223580854958	0.945
anchor	-47.72799919115524	37.976088816918335	0.986
mistake	-55.15848197004724	-62.41001007075129	0.938
cont	-49.296127915196145	-84.81370148712487	0.943
played	21.385166457929675	-63.785469044427515	0.949
allows	-6.645368035564516	80.99041311675825	0.982
is	-82.5063336257266	-4.422448670011364	0.720
dumped	50.612849934637865	9.413736808564614	0.951
it	-75.03487645178907	-64.84211261199133	0.788
defeated	-59.114579830377075	25.64116857893153	0.965
throat	73.45645186771571	-4.683749521718153	0.974
marco	-41.27915252489196	-61.200844182693004	0.979
experience	6.3334494621642845	-69.31055274674269	0.967
in	0.41670206411557903	-95.32009904868903	0.733
campaigning	-32.17792876912224	-8.491124629773653	0.981
trusted	19.586099431240186	33.54754003230156	0.926
if	-81.54930978019179	-52.12326711292928	0.858
confirmed	0.5682512841496513	81.07082062989947	0.968
suggest	28.224357946803938	40.709306581428	0.964
make	-93.95963857118159	-47.83904000954138	0.825
jerry	-49.59022795689448	-4.700357319100386	0.983
linked	-14.479908699517308	58.27998806951086	0.980
backed	-43.77877677741206	42.04957819735416	0.966
eminent	-47.22823093199317	40.6801859806551	0.995
complex	-30.016797274462537	30.000447166936905	0.969
potentially	71.39569545298289	-1.2194357073300337	0.923
incorrectly	-47.063734067159544	38.48375489503814	0.966
liberal	-19.97209616082643	-66.1607730937788	0.977
indictment	69.7269947567976	41.96024280758106	0.964
bid	-66.29934933398549	-1.806209760599631	0.978
hank	39.5897411808932	71.58406055253904	0.988
fairly	-8.898750015757026	46.77772722109933	0.959
blames	49.65418673609844	5.722491585187169	0.959
pick	-84.65603796874635	-27.725701292429022	0.957
evil	-19.420091875568883	52.06961191562811	0.968
hand	9.317135163648151	-80.67724224070841	0.967
todayshow	34.99842685004392	-53.10490076670164	0.966
protected	44.48862748627965	71.44171438006825	0.942
opportunity	6.465485970603056	-59.30374145718684	0.926
blamed	49.220491307976076	-1.481868631854029	0.927
kid	-26.48433545937685	70.91451164514463	0.974
shortly	18.826253767051373	-11.511569376197409	0.981
acknowledge	6.565466807840583	40.50638585808093	0.981
failing	-38.228652152736274	-67.39445575817876	0.970
drip	37.78978069515312	71.15434238253535	0.982
hispanic	1.4624917213545001	-28.07760456397746	0.985
contact	3.644161274108846	60.20240284282127	0.966
greatest	-0.14531947911296142	-95.0130254327454	0.863
incapable	-36.769471470319175	69.62051407268957	0.952
claims	-26.54948210459688	-71.6413391274937	0.979
handing	46.212388264480985	84.65713342039835	0.961
corporate	-8.60384317425492	-10.457854061291776	0.978
yours	5.196326870707281	-34.02435697701565	0.958
left	-23.53772830041735	-68.35831951348673	0.923
background	-19.66119473131377	45.285717591150174	0.976
proposed	19.31739918046673	58.72405977000435	0.961
wasteful	34.407724192531894	77.89500440596449	0.973
photo	18.85017344701984	-62.2949374185052	0.981
swearing	95.81489449275193	9.671844160246781	0.878
judge	-17.25205491353296	-32.537651152918606	0.983
grades	98.23480855569382	13.142189628293195	0.968
thumbs	8.961912263141913	-81.50412411600136	0.892
human	-8.502539576901535	-17.564345396951108	0.984
yes	-97.79391828298404	-25.717141480600926	0.918
yet	-35.008283510955835	-75.34539239246072	0.926
pinehurst	-45.98479698731207	17.087732099194117	0.967
terrific	31.236035528758844	-46.1260627469818	0.925
candidate	-56.14049719609773	-51.226535120076996	0.886
had	-88.95499024999701	-7.048890309419971	0.799
sometimes	-11.984591817676549	-64.04022743235497	0.967
greatly	-18.035810477964333	-51.085677490208276	0.975
unwanted	61.04386605118438	45.36401693663444	0.982
board	24.713308604718446	-27.81095277997681	0.984
easy	-72.14003825394757	-52.1243860804583	0.959
prison	-19.24455122556163	4.572972229410896	0.965
save	-91.93869506489213	-49.43431400958626	0.922
hat	8.30566393452395	-30.952192602273293	0.980
humanity	86.51956402988384	-34.9002007679123	0.798
theeconomist	98.9126618528903	-16.42265494044538	0.865
gave	-71.81450098642343	-34.82317523029867	0.926
desire	32.844421737506444	27.936628756527064	0.952
mocked	62.0555988416147	48.39193084580216	0.973
rnc	-10.743225729561738	-45.63368110639008	0.972
possible	-58.387907020563595	-31.18153139376183	0.939
arab	-36.84458287926104	1.947424773799274	0.985
possibly	-58.81667521387389	-8.746506583090644	0.871
suffering	-21.061538986345216	34.44719081159277	0.985
birth	-8.03710353846362	-48.034061961974366	0.986
performance	28.02903614463201	-36.18071867955872	0.971
govt	-20.801743368290246	55.285832691102364	0.959
picasso	54.065326714566034	44.16767248017526	0.983
highly	-24.352729867003493	-62.76230533488524	0.975
vetting	-17.53258511371155	81.73781951814105	0.989
shoulder	14.919050501951656	55.08196680716489	0.973
dignity	59.61453870178185	26.39330114205582	0.927
appearing	1.0764869481736417	100.69693711169197	0.942
gift	5.171643071379762	-16.950462115856723	0.951
bobby	4.210262448424974	-15.171441252531988	0.984
performing	10.759233434164633	94.47550442599142	0.964
dishonest	-46.3387150145817	-63.89758553562498	0.968
unnecessary	-23.44741781281833	47.05511237898144	0.970
steps	-14.620054285262418	58.00619646159089	0.977
officer	24.195676535469524	81.36586761217623	0.973
night	48.18476344758731	-67.0913452882843	0.862
security	-29.82706692426669	-99.10290745354644	0.907
attorney	19.26525463649146	-23.947389953973417	0.965
right	-74.6320139044042	-67.7068862098627	0.803
honored	31.639822248934834	-51.37765517164699	0.926
trained	-4.618739830071603	62.34168861381283	0.981
deal	-43.901172400586766	-94.39581712197653	0.836
people	-74.24086450002439	-74.08210308537694	0.844
sends	-32.20616345527828	18.581115030183337	0.978
bankrupted	72.40388713967677	-5.415949578127709	0.966
proudly	-27.963084810030203	50.69765518308256	0.963
somehow	52.52674427840074	-10.350499110789988	0.941
dead	-33.3048369676282	-56.6751062603804	0.951
jennifer	-45.51423616741619	-6.8871553574249305	0.989
seanhannity	45.03286761789222	-50.25670679433857	0.977
election	-56.1844340301636	-49.64803763384294	0.792
cnsnews	88.42841923449879	-7.377552008841162	0.944
nytimes	-38.20459114403564	-67.37085945187117	0.970
extended	59.896858331962754	59.97412345136641	0.979
congratulate	30.375688023187013	21.94956959246757	0.933
for	-94.70142558292808	-22.942341185445525	0.635
ukrainian	79.08562669339196	-17.665721590588493	0.917
ice	-2.848475771544368	-78.5810274978501	0.989
creative	-13.662523953599038	46.18855400743533	0.975
everything	-77.87473326763603	-59.388937033402364	0.938
asking	-61.55097530921289	-46.05296573420532	0.948
denied	48.44728370907514	7.046814473234656	0.960
richlowry	-3.008125422886768	51.98309942154045	0.976
beating	-25.263021047959946	-47.17618250621461	0.972
espionage	40.3852425549325	81.11861197422733	0.982
core	-17.04114664187639	-18.42561526892146	0.977
columbus	29.164877884949565	93.99245182101329	0.974
bold	-15.524747767347705	1.6622484567262505	0.978
deleted	-46.88365289632101	-17.383397503532088	0.985
payment	71.27530123862553	23.601507870455347	0.958
burn	53.17827535150816	55.098246232744195	0.971
cheating	7.651420219442065	85.23603589511804	0.967
architectural	-6.457520024040314	10.596574542536263	0.987
losing	-34.87821950258455	-87.45802062812928	0.929
post	36.811149634038074	-80.28230832843882	0.943
manufacturing	-16.000832241824963	-87.47216979093389	0.967
super	-8.282362465211516	-75.11145063575192	0.983
properties	9.707743933429661	1.8770849240187633	0.977
endorsing	-43.034101031970415	42.7245085304297	0.978
everyday	-29.074553533078888	-13.102088700076216	0.968
acquire	-12.199757876826455	52.91977280576475	0.978
dollars	-33.60097296439623	-91.80289662843144	0.934
months	-4.206258823822479	-90.53894438284316	0.946
dinner	39.09384911569818	-61.94599514252722	0.975
dedicate	61.53814548226921	43.01369286156424	0.976
ensure	15.324245478775481	47.928679021763614	0.967
afternoon	43.01260445487175	-67.21394892830828	0.963
cherish	48.06731951033202	51.15641515250744	0.940
commit	15.97665902797335	29.646272843526468	0.972
efforts	7.83305141761475	-30.42931295266364	0.979
slightly	68.81948257427479	-2.680917083381483	0.950
gravismarketing	62.21444180119505	51.32536446213747	0.987
raised	-7.849981765036511	-23.92048410297879	0.951
motivate	37.85645847756603	20.68847245924082	0.939
lied	-58.78561540627509	-40.27533381879556	0.950
civic	98.19748331173923	16.54791620400575	0.908
civil	-16.875127091234695	-8.47391756967116	0.984
pays	-34.98417784778728	9.220217379047366	0.963
intellectual	29.766188093897533	72.7292858564018	0.975
son	14.994947532723039	-41.3485211457461	0.963
down	-65.22342158492602	-85.60945887343172	0.858
lies	-33.853018371053984	-61.606012504784374	0.950
jurciuoli	61.99263043271839	2.2721902864405292	0.962
raises	-6.854149811627353	79.52785853434158	0.983
balanced	12.170398740008144	32.2163370602219	0.936
old	22.056639425201343	-74.07173221113636	0.918
dowd	99.08516201116262	14.732820004207511	0.980
federal	-18.954824312085762	-79.21173727833	0.981
often	-41.528000003555334	-48.88276505904333	0.966
east	-6.52583377049127	-87.74579998845125	0.972
chucktodd	35.80762453263097	-44.720227759908866	0.976
crowd	46.11581273232284	-64.60123012970831	0.911
foxnewspolitics	101.98559509344457	15.911578736838827	0.969
support	-96.32406004972063	-21.230289524606324	0.842
flying	-34.66904649469977	89.65550735713178	0.972
legislation	-12.093583984293735	-25.519106166738972	0.979
fight	-88.78345187513622	-44.08951970694509	0.921
senate	-57.55947529753735	-75.84049171692097	0.926
quote	-10.690152147084932	-55.46818824479677	0.970
fought	-49.328838082338784	49.28837770502208	0.962
way	-66.77030503983738	-82.42274067222708	0.819
greatness	-7.04066282728038	4.922780824724009	0.971
music	-9.54272868283211	67.79762810626814	0.971
gil	-12.423394901951022	68.74689668742619	0.992
was	-83.77135960709244	-7.354436217197556	0.696
war	-12.8586710872124	-82.32730740792421	0.944
purposely	-39.549650900102094	-6.138883487853822	0.988
happy	-44.17546060132318	-33.54604573608626	0.831
lowest	-5.420116575754509	-88.47205442394933	0.977
form	-24.451983063060673	-24.018782405328245	0.971
manufacturers	83.11909548736482	51.39016969411495	0.975
batman	81.64689008052846	6.074842381740733	0.942
forever	-25.02003405983659	-13.445266244618695	0.964
landing	16.603992404305085	-10.577958111930023	0.978
failure	-31.79351999044686	-70.8855050951318	0.967
hear	-98.03774986052971	-33.01575599917246	0.944
solar	-33.68669432362226	86.74650290006302	0.991
amspec	22.934283163958668	-46.51384811593437	0.986
removed	-1.0265819497481552	77.07187887427139	0.978
true	-43.6363320632938	-50.84816931422542	0.833
nationwide	-42.97167404764529	53.154474301385584	0.985
emin	79.49991777100752	-2.2829671989581075	0.932
hitting	-22.551626159214038	-6.694851170806398	0.970
maximum	10.991269573633485	93.571240093913	0.984
stores	-13.94376323323651	79.96285573936436	0.984
ruined	-19.883935482733794	83.90025049390461	0.967
adore	38.480337554415144	17.877252971739356	0.946
kaine	-56.16259292428261	11.169550575771662	0.974
later	9.145888819753367	-11.747144039222915	0.968
disgrace	-36.30125129468807	-8.851649792785425	0.967
kuuleme	59.45996124459454	38.574580087320136	0.974
classic	-16.266097734193615	11.446508671108123	0.984
request	-22.816136343570633	21.262366621344302	0.964
proven	-30.558565157696446	-36.60474030285416	0.956
evidence	-21.719372945064755	-44.87174846304905	0.963
proves	-36.8927144612645	31.388918689794394	0.966
exist	-6.847959184990864	34.330603004988404	0.926
promised	-66.73315836739073	-15.948517972255797	0.948
prayer	-6.456175234205987	95.96943043983511	0.974
shines	11.534691164573633	98.10873569057904	0.980
trip	12.103529303344143	-15.876057622824165	0.954
negotiations	-9.235789836914822	-18.20718389678401	0.976
physical	83.0318009095098	58.17914906708216	0.961
bjkizer	78.35155641122387	-24.432757714328762	0.884
looked	25.408491362753576	-38.324305789224105	0.921
nj	18.468787361605322	-52.377995509677646	0.987
dying	-26.475381618436288	-63.82359829075466	0.979
no	-69.18196363642552	-67.33819015547371	0.790
daca	-65.04157597762955	-28.85786129253918	0.963
disloyal	-54.23624595131328	49.20323571158916	0.951
tip	-37.40351748120911	9.565114992153369	0.984
windfarm	-6.636913409303195	-46.07102107406595	0.986
interested	-59.41704148269855	-0.7389295693129285	0.945
role	9.97606978462187	-38.234272893972516	0.989
holding	-26.627567813086454	-2.4111940828784664	0.979
test	-33.07546215112521	-21.15296334029564	0.973
roll	-67.43513039456482	-1.4381989646101703	0.947
picture	-55.22016869523326	-15.465320321666473	0.911
ur	-26.490700016585283	-38.52531232450993	0.972
phoenix	26.961931179265683	-33.42942031236641	0.984
savage	32.43921253084427	63.66831609353833	0.975
surprise	-43.38400047882512	-70.62391830518243	0.935
welcome	22.7654639132944	-81.6992982986764	0.916
wars	14.992451165613899	36.48170017660812	0.956
dvr	59.68835157961898	62.34881648288704	0.973
fell	-45.79926508669206	32.168993395159106	0.978
intent	-3.607773658969123	65.70795322089543	0.989
businessman	-41.797659469364596	-41.88994039312276	0.920
aware	30.466881906588778	50.94633448383821	0.945
usmc	-14.248469006853298	-2.522794455843769	0.984
died	-10.831883350691886	-22.60575597015825	0.972
billion	-26.38597637832602	-93.72938929791572	0.966
mildly	75.32403853423602	-27.464926592998403	0.775
apologizing	32.817924732759344	77.06057315057255	0.953
longer	-65.25111064257925	-65.49679892850781	0.896
apology	-43.50293725392864	-22.30892952584821	0.969
glass	-50.389829400247585	69.92616779197405	0.985
salt	63.33710325934131	74.22825858005555	0.981
landed	-74.27378787997296	35.56156391722863	0.981
together	-59.479111943933205	-89.33188011781225	0.858
time	13.119587742427308	-92.53890432885173	0.802
push	-79.80686465203769	-24.925044563608044	0.961
serious	-53.04387536436568	-42.35269703787087	0.957
parker_votes	85.8941743052893	-23.874159884132492	0.961
restored	73.6017235771639	65.59224944521253	0.958
overdue	76.51446171766531	-33.59539430543	0.868
andybran	87.56305299219684	-23.423650647631003	0.916
sebelius	6.945600491648826	43.98321554623311	0.975
concept	-10.377657094768368	77.18004630638848	0.973
chain	-30.847131161773238	2.514249409340571	0.986
excellent	31.259533665475125	-46.19016599188539	0.953
focus	-98.38271973033595	-38.77931666377386	0.890
roy	-58.67405411651963	24.54362967881276	0.987
manager	-14.238278355665106	-47.04137608702386	0.984
selection	-47.19094027184145	86.98583545487381	0.969
grateful	-23.74031612862648	61.029326864004325	0.940
skin	19.82919969151904	-10.419067973926722	0.986
battle	14.742993176016768	-21.282168308135272	0.923
bomber	-30.033094235685272	77.37984147439087	0.976
devoted	76.13673118225044	15.656791257615664	0.952
certainly	-57.1279238685153	19.929877068589327	0.975
william	12.73301650122124	74.51698438380576	0.977
zone	16.316236279744473	61.428826227105176	0.977
honoring	-7.8657413528498346	11.485745789445751	0.975
flash	40.606983488467264	48.949628410358734	0.983
father	12.707032478805308	-41.11437010393805	0.955
disgusting	-28.6843670349087	-52.79810661538512	0.972
passage	24.26643703850172	73.1102791362101	0.977
chances	36.75838523347738	31.164816904276325	0.958
finally	-74.76048817639823	-50.29713618778167	0.930
praised	3.6859966887868056	80.37433632407124	0.987
whining	84.61234558179214	-26.711348848901345	0.900
terror	-11.287317863330843	-74.21698857105021	0.986
suffered	-35.7307335466621	69.37861411263012	0.969
tenacious	-10.758239637188357	46.25343647126339	0.957
adviser	-50.40103584357903	69.92449728098619	0.984
reelected	82.94151527908367	-28.84280650922174	0.914
prosecuted	64.97524003873403	29.425888331025828	0.965
advantage	-29.89935329183702	-22.50391308969961	0.947
ginsburg	33.030408285642935	23.398535689308986	0.970
omnibus	72.31161952744213	5.398760634286585	0.960
choice	6.165514437980004	-69.15267786122423	0.931
carlyfiorina	68.94304463906424	41.143609972695	0.974
mourn	57.24003919465338	37.9990662717851	0.944
lynch	4.788642106995203	82.81520746356479	0.968
anonymous	82.4820490033213	-13.377508361760654	0.948
advised	77.48389010801428	-12.761500599948915	0.853
join	46.51050088175949	-58.662260810832365	0.855
trouble	-58.06199089353563	-10.054314405756854	0.921
exact	-45.32890525847073	56.13873237945482	0.974
cool	-40.43024175864036	-43.63650720062323	0.948
car	-15.942059421160906	-5.196956308605541	0.981
impressive	-49.39533895714063	-7.7895855052879215	0.967
level	26.374865622642083	-62.9812156102067	0.967
did	-76.64328716498395	-37.81023902352649	0.840
die	-74.26145203693386	-4.995575041491728	0.965
fragile	23.13840453661185	31.088334012035233	0.918
brother	-10.051753580957875	-52.147545494110105	0.972
standards	-4.727991542625873	63.05056114269587	0.987
leave	-84.53858249668741	-30.650395343427064	0.957
solved	66.53072095572423	37.06567615444285	0.943
soooo	40.08219641968822	47.631389365200306	0.957
settle	-5.6073736576827296	33.02376364240014	0.970
team	7.656303929440872	-59.560995659172484	0.922
quick	-14.67514540281332	45.65775041366074	0.976
guy	-57.674608615538794	-58.6201951300798	0.851
round	23.975754606541766	-23.790937691048285	0.974
incompetence	-10.4303233707792	-26.27327656636534	0.977
prevent	78.0293232831347	45.959413035277805	0.969
accomplishment	38.084352233846374	3.3616693183859336	0.920
says	-72.36188769429202	-40.49926217957488	0.929
trend	-19.834125985169102	15.359711618885475	0.989
dealing	-25.45870827080492	25.83072120951345	0.956
prediction	59.69802311041126	62.15322465832894	0.966
sign	8.823851095343723	-81.86131662449166	0.892
senategop	55.76497997834559	38.709668109402756	0.977
cost	-25.498971676005176	-89.28647900966135	0.956
amandaknox	39.46888426898231	52.77496215533551	0.985
patient	-28.097534644218825	-5.20656757913965	0.957
afghanistan	-17.77793765867112	-25.055918848346383	0.983
gibbons	76.82563913737785	17.003133940587873	0.969
adds	60.54671762369339	71.44239705080477	0.978
stands	-37.931840740917494	10.341762588100725	0.953
blackdog	-33.586375568307	80.41080306177778	0.981
cheflents	1.9476042535551374	70.19922835429882	0.984
tarmac	69.58737706372716	-27.843184723839894	0.805
remembered	46.56299793721193	56.113403190372466	0.930
suspect	53.25392506234338	44.309358761487424	0.986
goes	-5.363294552013065	-66.85648992857541	0.958
shared	11.396903733601636	82.38291313984959	0.983
appeal	-35.874942186536636	19.827289933931468	0.988
scripted	71.44586839326199	-1.413351815193946	0.926
supporting	9.537395893385849	-32.7799008185537	0.959
univision	-16.448576150413526	-6.627587474420674	0.984
victimized	87.85493829688873	-17.01567385923249	0.831
agreement	-26.266815143910925	21.83044836653361	0.977
water	-12.922806573253325	-66.44372503428389	0.983
abandon	44.67221718478934	60.52692007386484	0.959
baseball	-1.2659688888044314	-2.930806351140657	0.980
address	16.995760176854642	-54.28206062327754	0.967
alone	-0.7834568313266382	-46.36009274662038	0.973
along	-12.223536321200786	-85.53630667029236	0.957
roaring	51.05996414378337	64.44295515410938	0.961
teacher	-27.85633531584171	71.46312672034021	0.955
change	-87.40887817856478	-51.17901461056795	0.919
wait	-100.25685414493705	-43.92492654171435	0.829
box	19.82733171050401	-13.07206337486264	0.968
sending	-27.086371886542043	-32.55745731637134	0.961
culpo	0.8369355171321377	91.45184076533556	0.984
mubarak	-15.31648933419315	62.8353259054395	0.973
boast	82.69430401999111	54.187805807403926	0.971
brilliant	-27.162569082146355	-39.86646565437402	0.981
impacted	79.0707273614319	-15.896959839685072	0.913
title	51.91955403575053	35.9383892127525	0.942
guilty	-60.76696440905235	24.00120324399923	0.964
lakers	59.12833516290664	-6.5080766146012365	0.923
shooter	68.94186383158822	53.70093791207268	0.965
trial	-18.3521813285448	-1.1024183649499604	0.971
accomplished	-54.97387569593755	6.435356373465066	0.950
ineffective	-49.53341022289372	11.28495307501471	0.944
franklin	-16.34785569429717	18.17736503231938	0.987
weird	40.19536301543586	6.425665948762494	0.976
love	-98.8179313176354	-23.515943489259907	0.801
purchases	85.2901451632201	1.9406369931410012	0.942
lending	50.93015353778288	65.74434929201769	0.973
sexter	1.4761635866320444	90.87415173297612	0.987
flexibility	91.24336658202597	-12.332355842499936	0.827
verge	94.83496612844057	8.960691192965564	0.933
fake	-45.99740367622426	-59.26794811863231	0.870
bravely	50.859421270179254	-1.6661650036849485	0.903
rarely	7.007029736921311	60.567297884117494	0.961
crisis	-17.97376621489147	-25.298575028574383	0.973
market	-2.745482537995058	-86.8918828235349	0.985
everybody	-49.62647617504104	-43.30286780551908	0.957
wealth	-27.310239424133528	-32.643226850630214	0.961
working	-67.52371316809229	-74.81950681036452	0.851
prove	-69.95202063438688	14.887073983965001	0.948
positive	-33.84706565583136	-39.758985459442464	0.970
angry	-39.336103963177614	-49.35905248399924	0.961
ingenuity	91.18818409697498	20.447606628698388	0.969
visit	22.48309636212096	-82.26059952570596	0.928
tears	-5.177763832194807	-16.932603735933164	0.987
hong	69.69448122775034	30.579400574200953	0.982
insider	70.28955204841705	19.090346652285632	0.961
live	46.5726609985211	-56.079993880709054	0.949
opposed	-39.43149562520584	50.70454614025295	0.975
wondering	36.459021954969636	29.67109942014548	0.939
memory	-34.06564216862695	79.20418901961149	0.980
black	-12.066834433875774	-68.01968489838657	0.985
today	47.94064586633011	-62.441158607794364	0.834
loving	-21.7848614642112	-7.470469709995575	0.964
sharing	-25.268969157245458	60.31365583620982	0.962
sessions	-60.69809639112074	7.604752657698122	0.982
afford	2.29244183649155	30.240358885033196	0.936
bed	7.17872405214276	69.05647136596902	0.976
acceptable	42.32316437268067	10.063718517472003	0.963
clue	-66.27614476076423	-29.09535634549272	0.933
everywhere	-41.860397254860125	37.81806203251037	0.971
cases	-50.74419321562786	55.94274956259984	0.971
effort	-13.013865532081367	-37.95978228571455	0.967
behalf	27.077830650394866	-24.9950477771093	0.925
insights	16.518410501458764	62.99759071873815	0.982
slogan	34.17617925028308	35.37488541646544	0.959
alllllll	91.91712788482755	18.006633143256444	0.953
local	7.33756160461704	-54.016900912406534	0.985
quoting	69.89372077491096	-17.829879418844317	0.857
cap	5.120710829363692	55.59546602595832	0.986
soul	62.73677629878427	42.8866922122064	0.953
judd	-38.97866367509527	22.406399186934006	0.992
values	-20.5165319012796	-20.003154345786868	0.969
achieve	1.5373231633026199	31.01296503087955	0.955
following	-12.614047798426256	-52.68037508010842	0.979
making	-46.77771213250829	-90.30916813020444	0.856
trans	78.9281078894526	58.41642873384598	0.973
yardstick	83.57082166913531	44.58522653467768	0.938
roundtable	28.982968107021033	65.41370355673308	0.984
heart	10.759444786986398	-79.36989922282798	0.935
crazy	-60.83713274826171	-46.67283659411385	0.968
deductibles	-36.10715236222128	25.560996084219244	0.980
trump	-103.06987145264095	-24.30956062435706	0.748
figure	-74.00799882521969	-4.33786058998943	0.931
predict	28.332431396954192	29.171703852350824	0.933
expanding	-14.472836521112809	-9.5865215194286	0.978
chip	75.49957818777162	-23.25438284451601	0.875
winston	-40.71580691832532	21.64806040317492	0.987
fuck	39.646906651721096	15.288761491886728	0.952
heard	-63.64802661669222	-39.691097498076225	0.910
slows	76.42778841684661	-33.8377187819799	0.880
dropped	-4.316871312241385	-61.03791493594395	0.957
allowed	-63.66477279574986	-76.38317775724902	0.913
offense	61.11348154078274	-16.068040328103574	0.911
stole	-32.73004535904978	10.975990885953163	0.979
productive	-45.86862759324894	75.46308974671868	0.952
monitoring	-26.434744722670494	82.62259910562324	0.977
fortunately	41.783566549718984	34.191294766783116	0.975
secured	72.9348908635849	3.536082716902895	0.957
watching	35.197337873990946	-51.43304641296343	0.867
write	-54.808497099967425	-17.858332974128444	0.956
crumbling	48.60190462998525	51.72854665146421	0.958
vital	-24.31965681015648	54.37911416921529	0.963
pure	-14.752342455514336	6.5522441156712	0.986
endorsement	12.058351452817096	-41.87397595086363	0.949
plus	-15.141054228411797	-65.85962912374988	0.987
sworn	68.18700371824552	26.283566282623937	0.930
dominance	68.57296637419765	12.943175355416843	0.927
economy	-35.437788757741465	-100.19257347694437	0.919
map	92.56561781611053	6.911195374437709	0.941
product	-13.421457287818166	49.65736967905361	0.947
huge	-20.024375758395013	-51.49680055299221	0.974
critics	2.497784333294033	51.293390947929616	0.978
sacrifice	11.253713880182143	51.8950645223257	0.953
fed	-19.109280646678855	-11.904214088671088	0.959
southern	-16.003423953898828	-87.5893240281584	0.976
fueled	64.09416159635052	55.911074081242646	0.978
heartbreaking	62.072755999057954	71.65802369078361	0.985
produce	5.377186692145487	41.79738034407325	0.967
date	10.32766667158771	-6.819069972007231	0.976
such	-55.389451325015806	-57.868240670003004	0.822
revealed	4.819089443137681	77.35144809050009	0.980
grow	-79.29023181577853	-24.444611082994772	0.960
unbelievably	89.79419913466398	2.3213559365891046	0.896
man	-57.003267441357394	-54.64413560226293	0.863
natural	-38.75544341922993	-30.421700560432143	0.976
remember	-75.74592600534307	-50.07035436116613	0.898
succeeded	58.41852206140287	0.6719372175960148	0.967
stupidly	21.99408279119012	80.35827979329191	0.959
maybe	-69.93813623455102	-46.9399115807572	0.954
borrowing	-20.413338882427116	81.72248853840921	0.983
st	22.406538459752873	-73.54632197013387	0.956
provide	-64.33327448001641	-11.525034705265824	0.959
so	-63.956586137068214	-61.07833219772964	0.870
african	5.838571194005869	-23.391517552542645	0.969
tall	14.297406684081306	69.62679411953607	0.970
talk	-68.93395298079942	-54.172294984762374	0.823
cute	-59.60631157128279	5.265380674144932	0.965
approx	79.12896289986247	46.20648869947938	0.983
serving	40.17544245888481	79.95183812745807	0.976
midas	-5.128441822600746	-101.50521885308925	0.968
serve	-34.045879337405964	-22.9047693609913	0.946
indeed	-46.54215335498498	25.089179649204862	0.977
wishing	11.530182236784073	-32.592267472210565	0.958
unacceptable	92.02607511187706	-14.013007154542564	0.895
years	-29.509012191168942	-80.93017641076084	0.772
stability	86.48232689406368	-12.73328816996604	0.927
ended	65.13537698892122	29.878909767182428	0.967
cuts	-30.21666245373876	-94.9564722031368	0.935
cold	-9.8949876574877	-41.1890801543504	0.979
still	-74.49813525984011	-51.041672264431476	0.936
birds	2.2071018393364494	6.996895408041282	0.966
blocked	3.02900117167423	73.8024954930563	0.971
ethic	56.11408397287147	23.70097957689471	0.888
group	2.991908299304417	-62.560955880115245	0.968
thank	17.50883985030821	-33.09832447512736	0.760
internationally	55.90082437237948	43.90063111176826	0.983
how	-64.84313497600064	-61.093900791858864	0.870
interesting	-42.57635538167349	-54.427907237192365	0.908
terrorists	-31.64151546278826	-29.695028296329433	0.974
hot	-34.05665985458182	-10.050377468484355	0.977
inflicted	82.2796465384546	-16.291600618184056	0.875
policy	-23.12234470074238	-80.31968245966712	0.976
ours	-33.05935640747759	65.070100659363	0.968
main	-30.368932677409532	19.935850382588953	0.986
decades	-7.30219325166179	-23.61629526297662	0.951
into	-26.128248482479542	-99.01182264204596	0.843
texas	24.716925248360457	-71.29906744449815	0.984
happened	-65.45739528063433	-31.27773097685099	0.881
finance	1.6677923265308514	7.488186010316552	0.968
civilian	58.73834585156724	47.399152339282594	0.961
matches	33.2000556447773	38.69778157225706	0.981
devastated	-33.54535522691973	32.43641853665688	0.970
